col_0,col_1,col_22,label
0.462366,0.395127,0.999928,0.0
0.462366,0.435381,0.999928,0.0
0.451613,0.380297,0.999928,0.0
0.462366,0.326271,0.999928,0.0
0.483871,0.370763,0.999928,0.0
0.473118,0.432203,0.999928,0.0
0.483871,0.388771,0.999928,0.0
0.462366,0.471398,0.999928,0.0
0.451613,0.380297,0.999928,0.0
0.430108,0.382415,0.999928,0.0
0.430108,0.342161,0.999928,0.0
0.430108,0.308263,0.999928,0.0
0.451613,0.419492,0.999928,0.0
0.44086,0.375,0.999928,0.0
0.451613,0.365466,0.999928,0.0
0.451613,0.375,0.999928,0.0
0.462366,0.341102,0.999928,0.0
0.462366,0.508475,0.999928,0.0
0.451613,0.486229,0.999928,0.0
0.44086,0.4375,0.999928,0.0
0.430108,0.332627,0.999928,0.0
0.430108,0.381356,0.999928,0.0
0.430108,0.394068,0.999928,0.0
0.451613,0.351695,0.999928,0.0
0.451613,0.384534,0.999928,0.0
0.44086,0.386653,0.999928,0.0
0.44086,0.417373,0.999928,0.0
0.44086,0.324153,0.999928,0.0
0.44086,0.409958,0.999928,0.0
0.451613,0.480932,0.999928,0.0
0.451613,0.311441,0.999928,0.0
0.451613,0.309322,0.999928,0.0
0.483871,0.4375,0.999928,0.0
0.44086,0.335805,0.999928,0.0
0.397849,0.384534,0.999928,0.0
0.376344,0.327331,0.999928,0.0
0.376344,0.349576,0.999928,0.0
0.376344,0.427966,0.999928,0.0
0.376344,0.292373,0.999928,0.0
0.408602,0.345339,0.971291,0.0
0.430108,0.411017,0.894782,0.0
0.430108,0.332627,0.901959,0.0
0.44086,0.306144,0.851432,0.0
0.44086,0.449153,0.848848,0.0
0.462366,0.447034,0.999928,0.0
0.473118,0.407839,0.999928,0.0
0.473118,0.397246,0.999928,0.0
0.494624,0.418432,0.999928,0.0
0.505376,0.432203,0.999928,0.0
0.516129,0.454449,0.999928,0.0
0.494624,0.48411,0.999928,0.0
0.483871,0.371822,0.999928,0.0
0.494624,0.501059,0.999928,0.0
0.505376,0.506356,0.999928,0.0
0.505376,0.432203,0.999928,0.0
0.494624,0.378178,0.999928,0.0
0.494624,0.445975,0.999928,0.0
0.494624,0.395127,1.0,0.0
0.494624,0.432203,0.999928,0.0
0.505376,0.522246,0.999928,0.0
0.516129,0.389831,0.999928,0.0
0.505376,0.407839,0.999928,0.0
0.483871,0.447034,0.999928,0.0
0.473118,0.486229,0.999928,0.0
0.462366,0.445975,0.999928,0.0
0.473118,0.418432,0.999928,0.0
0.473118,0.418432,0.999928,0.0
0.483871,0.398305,0.999928,0.0
0.483871,0.462924,0.999928,0.0
0.516129,0.459746,0.999928,0.0
0.505376,0.498941,0.999928,0.0
0.591398,0.599576,0.999928,0.0
0.55914,0.523305,0.999928,0.0
0.526882,0.443856,0.999928,0.0
0.526882,0.459746,0.999928,0.0
0.526882,0.539195,0.999928,0.0
0.526882,0.481992,0.999928,0.0
0.516129,0.403602,0.999928,0.0
0.516129,0.461864,0.999928,0.0
0.505376,0.420551,0.999928,0.0
0.505376,0.477754,0.999928,0.0
0.505376,0.416314,0.999928,0.0
0.494624,0.614407,0.999928,0.0
0.494624,0.602754,0.999928,0.0
0.462366,0.368644,0.999928,0.0
0.462366,0.467161,0.999928,0.0
0.462366,0.396186,0.999928,0.0
0.462366,0.354873,0.999928,0.0
0.462366,0.433263,0.999928,0.0
0.473118,0.466102,0.999928,0.0
0.473118,0.399364,0.999928,0.0
0.451613,0.461864,0.999928,0.0
0.451613,0.544492,0.999928,0.0
0.473118,0.39089,0.999928,0.0
0.397849,0.396186,0.999928,0.0
0.365591,0.269068,0.999928,0.0
0.408602,0.272246,0.999928,0.0
0.516129,0.335805,0.999928,0.0
0.365591,0.319915,0.999928,0.0
0.322581,0.226695,0.999928,0.0
0.311828,0.228814,0.999928,0.0
0.301075,0.257415,0.999928,0.0
0.301075,0.224576,0.999928,0.0
0.27957,0.247881,0.999928,0.0
0.27957,0.259534,0.992249,0.0
0.268817,0.3125,0.972009,0.0
0.258065,0.237288,0.965837,0.0
0.258065,0.225636,0.94452,0.0
0.236559,0.15678,0.902677,0.0
0.236559,0.170551,0.907199,0.0
0.236559,0.131356,0.909926,0.0
0.225806,0.145127,0.916816,0.0
0.215054,0.153602,0.886815,0.0
0.225806,0.184322,0.871887,0.0
0.225806,0.211864,0.867581,0.0
0.215054,0.216102,0.852508,0.0
0.215054,0.194915,0.858753,0.0
0.215054,0.28072,0.84081,0.0
0.193548,0.165254,0.837939,0.0
0.193548,0.145127,0.999928,0.0
0.182796,0.289195,0.999928,0.0
0.182796,0.247881,0.999928,0.0
0.182796,0.238347,0.999928,0.0
0.182796,0.185381,0.999928,0.0
0.182796,0.161017,0.999928,0.0
0.172043,0.15572,0.999928,0.0
0.172043,0.223517,0.999928,0.0
0.172043,0.173729,0.999928,0.0
0.172043,0.21822,0.999928,0.0
0.16129,0.147246,0.999928,0.0
0.16129,0.097458,0.999928,0.0
0.16129,0.143008,0.999928,0.0
0.16129,0.102754,0.999928,0.0
0.16129,0.130297,0.999928,0.0
0.16129,0.123941,0.999928,0.0
0.16129,0.128178,0.999928,0.0
0.172043,0.149364,0.999928,0.0
0.16129,0.101695,0.999928,0.0
0.16129,0.118644,0.999928,0.0
0.16129,0.118644,0.999928,0.0
0.16129,0.133475,0.999928,0.0
0.150538,0.168432,0.999928,0.0
0.150538,0.095339,0.999928,0.0
0.150538,0.131356,0.999928,0.0
0.150538,0.108051,0.999928,0.0
0.139785,0.154661,0.999928,0.0
0.139785,0.255297,0.999928,0.0
0.150538,0.143008,0.999928,0.0
0.150538,0.091102,0.999928,0.0
0.150538,0.180085,0.999928,0.0
0.139785,0.145127,0.999928,0.0
0.139785,0.117585,0.999928,0.0
0.139785,0.15678,0.999928,0.0
0.150538,0.166314,0.999928,0.0
0.139785,0.09322,0.999928,0.0
0.139785,0.116525,0.999928,0.0
0.150538,0.097458,0.999928,0.0
0.139785,0.116525,0.999928,0.0
0.139785,0.125,0.999928,0.0
0.139785,0.114407,0.986722,0.0
0.139785,0.127119,0.999928,0.0
0.139785,0.175847,0.999928,0.0
0.139785,0.105932,0.999928,0.0
0.139785,0.066737,0.979617,0.0
0.139785,0.066737,0.977392,0.0
0.139785,0.108051,0.964473,0.0
0.139785,0.105932,0.981913,0.0
0.139785,0.113347,0.93763,0.0
0.139785,0.14089,0.971363,0.0
0.139785,0.179025,0.966267,0.0
0.139785,0.116525,0.952343,0.0
0.139785,0.111229,0.936482,0.0
0.129032,0.188559,0.926003,0.0
0.139785,0.145127,0.926147,0.0
0.139785,0.158898,0.931745,0.0
0.139785,0.111229,0.935979,0.0
0.139785,0.113347,0.901672,0.0
0.139785,0.139831,0.91818,0.0
0.129032,0.134534,0.897725,0.0
0.129032,0.139831,0.883227,0.0
0.129032,0.088983,0.905117,0.0
0.129032,0.185381,0.884519,0.0
0.129032,0.123941,0.890404,0.0
0.129032,0.204449,0.885811,0.0
0.129032,0.147246,0.872963,0.0
0.129032,0.165254,0.872102,0.0
0.129032,0.132415,0.848489,0.0
0.129032,0.080508,0.86392,0.0
0.129032,0.139831,0.844326,0.0
0.129032,0.09428,0.835929,0.0
0.129032,0.074153,0.999928,0.0
0.129032,0.120763,0.999928,0.0
0.139785,0.086864,0.999928,0.0
0.172043,0.116525,0.999928,0.0
0.16129,0.101695,0.999928,0.0
0.150538,0.064619,0.999928,0.0
0.150538,0.079449,0.999928,0.0
0.150538,0.148305,0.999928,0.0
0.16129,0.104873,0.999928,0.0
0.150538,0.151483,0.999928,0.0
0.150538,0.100636,0.999928,0.0
0.16129,0.083686,0.999928,0.0
0.16129,0.043432,0.999928,0.0
0.150538,0.102754,0.999928,0.0
0.150538,0.086864,0.999928,0.0
0.150538,0.066737,0.999928,0.0
0.16129,0.220339,0.999928,0.0
0.150538,0.162076,0.999928,0.0
0.150538,0.137712,0.999928,0.0
0.150538,0.138771,0.999928,0.0
0.16129,0.076271,0.999928,0.0
0.150538,0.037076,0.999928,0.0
0.16129,0.075212,0.999928,0.0
0.150538,0.125,0.999928,0.0
0.16129,0.059322,0.999928,0.0
0.16129,0.083686,0.999928,0.0
0.150538,0.091102,0.999928,0.0
0.150538,0.114407,0.999928,0.0
0.150538,0.164195,0.999928,0.0
0.150538,0.238347,0.999928,0.0
0.16129,0.149364,0.999928,0.0
0.150538,0.157839,0.999928,0.0
0.16129,0.164195,0.999928,0.0
0.150538,0.174788,0.978325,0.0
0.150538,0.131356,0.999928,0.0
0.16129,0.126059,0.999928,0.0
0.150538,0.149364,0.999928,0.0
0.150538,0.101695,0.991387,0.0
0.16129,0.111229,0.999928,0.0
0.16129,0.138771,0.998493,0.0
0.16129,0.189619,0.999928,0.0
0.16129,0.082627,0.938348,0.0
0.16129,0.084746,0.985789,0.0
0.172043,0.105932,0.954999,0.0
0.172043,0.157839,0.936912,0.0
0.172043,0.162076,0.971435,0.0
0.172043,0.146186,0.933324,0.0
0.172043,0.075212,0.955501,0.0
0.172043,0.085805,0.966698,0.0
0.172043,0.183263,0.951769,0.0
0.172043,0.223517,0.956434,0.0
0.16129,0.129237,0.932391,0.0
0.16129,0.139831,0.966482,0.0
0.150538,0.119703,0.923347,0.0
0.150538,0.116525,0.938994,0.0
0.150538,0.118644,0.91696,0.0
0.16129,0.115466,0.934041,0.0
0.172043,0.150424,0.90483,0.0
0.16129,0.108051,0.894495,0.0
0.16129,0.128178,0.922845,0.0
0.150538,0.15678,0.899734,0.0
0.16129,0.175847,0.901026,0.0
0.172043,0.207627,0.89672,0.0
0.172043,0.127119,0.878992,0.0
0.16129,0.120763,0.881433,0.0
0.16129,0.125,0.878992,0.0
0.16129,0.088983,0.878777,0.0
0.172043,0.120763,0.865427,0.0
0.16129,0.128178,0.840235,0.0
0.16129,0.135593,0.841814,0.0
0.16129,0.14089,0.850355,0.0
0.16129,0.090042,0.999928,0.0
0.16129,0.114407,0.999928,0.0
0.150538,0.131356,0.999928,0.0
0.150538,0.14089,0.999928,0.0
0.139785,0.137712,0.999928,0.0
0.150538,0.191737,0.999928,0.0
0.150538,0.149364,0.999928,0.0
0.150538,0.115466,0.999928,0.0
0.150538,0.087924,0.999928,0.0
0.16129,0.135593,0.999928,0.0
0.16129,0.149364,0.999928,0.0
0.172043,0.129237,0.999928,0.0
0.16129,0.189619,0.999928,0.0
0.172043,0.177966,0.999928,0.0
0.16129,0.164195,0.999928,0.0
0.172043,0.177966,0.999928,0.0
0.172043,0.181144,0.999928,0.0
0.182796,0.137712,0.999928,0.0
0.172043,0.162076,0.999928,0.0
0.172043,0.116525,0.999928,0.0
0.172043,0.121822,0.999928,0.0
0.172043,0.176907,0.999928,0.0
0.182796,0.175847,0.999928,0.0
0.182796,0.095339,0.999928,0.0
0.182796,0.067797,0.999928,0.0
0.182796,0.135593,0.999928,0.0
0.193548,0.222458,0.999928,0.0
0.193548,0.318856,0.999928,0.0
0.193548,0.254237,0.999928,0.0
0.215054,0.206568,0.999928,0.0
0.204301,0.21822,0.999928,0.0
0.204301,0.136653,0.999928,0.0
0.204301,0.145127,0.999928,0.0
0.193548,0.148305,0.999928,0.0
0.204301,0.158898,0.999928,0.0
0.204301,0.169492,0.999928,0.0
0.193548,0.216102,0.999928,0.0
0.215054,0.229873,0.999928,0.0
0.215054,0.121822,0.999928,0.0
0.215054,0.163136,0.999928,0.0
0.225806,0.143008,0.999928,0.0
0.215054,0.15572,0.999928,0.0
0.225806,0.1875,0.999928,0.0
0.225806,0.191737,0.999928,0.0
0.225806,0.242585,0.999928,0.0
0.268817,0.204449,0.999928,0.0
0.236559,0.226695,0.999928,0.0
0.215054,0.208686,0.999928,0.0
0.182796,0.132415,0.999928,0.0
0.172043,0.131356,0.968636,0.0
0.225806,0.192797,0.979401,0.0
0.182796,0.201271,0.952702,0.0
0.182796,0.145127,0.966195,0.0
0.172043,0.150424,0.940357,0.0
0.172043,0.127119,0.965621,0.0
0.16129,0.130297,0.945381,0.0
0.150538,0.130297,0.910931,0.0
0.150538,0.086864,0.898514,0.0
0.150538,0.101695,0.886385,0.0
0.150538,0.115466,0.919328,0.0
0.139785,0.147246,0.91172,0.0
0.150538,0.134534,0.896218,0.0
0.150538,0.139831,0.871097,0.0
0.139785,0.118644,0.855236,0.0
0.139785,0.126059,0.884806,0.0
0.139785,0.145127,0.868083,0.0
0.139785,0.158898,0.878705,0.0
0.139785,0.134534,0.870954,0.0
0.139785,0.117585,0.833345,0.0
0.139785,0.087924,0.8627,0.0
0.139785,0.09428,0.999928,0.0
0.129032,0.087924,0.999928,0.0
0.139785,0.050847,0.999928,0.0
0.139785,0.07839,0.999928,0.0
0.129032,0.108051,0.999928,0.0
0.129032,0.077331,0.999928,0.0
0.129032,0.134534,0.999928,0.0
0.129032,0.161017,0.999928,0.0
0.129032,0.148305,0.999928,0.0
0.129032,0.120763,0.999928,0.0
0.129032,0.216102,0.999928,0.0
0.129032,0.127119,0.999928,0.0
0.172043,0.150424,0.999928,0.0
0.16129,0.154661,0.999928,0.0
0.150538,0.138771,0.999928,0.0
0.150538,0.112288,0.999928,0.0
0.139785,0.150424,0.999928,0.0
0.139785,0.134534,0.999928,0.0
0.139785,0.104873,0.999928,0.0
0.150538,0.095339,0.999928,0.0
0.139785,0.147246,0.999928,0.0
0.139785,0.105932,0.999928,0.0
0.139785,0.091102,0.999928,0.0
0.139785,0.068856,0.999928,0.0
0.139785,0.095339,0.999928,0.0
0.139785,0.063559,0.999928,0.0
0.139785,0.128178,0.999928,0.0
0.139785,0.145127,0.999928,0.0
0.139785,0.075212,0.999928,0.0
0.129032,0.0625,0.999928,0.0
0.129032,0.102754,0.999928,0.0
0.129032,0.084746,0.999928,0.0
0.129032,0.085805,0.999928,0.0
0.129032,0.152542,0.995622,0.0
0.129032,0.063559,0.999928,0.0
0.129032,0.069915,0.994832,0.0
0.129032,0.074153,0.996555,0.0
0.129032,0.054025,0.999928,0.0
0.129032,0.076271,0.999928,0.0
0.129032,0.137712,0.985789,0.0
0.129032,0.129237,0.977966,0.0
0.129032,0.103814,0.990167,0.0
0.129032,0.114407,0.981555,0.0
0.11828,0.084746,0.988445,0.0
0.129032,0.110169,0.957654,0.0
0.129032,0.084746,0.95019,0.0
0.129032,0.098517,0.925501,0.0
0.129032,0.134534,0.957511,0.0
0.129032,0.065678,0.961243,0.0
0.139785,0.04661,0.909424,0.0
0.129032,0.057203,0.923563,0.0
0.129032,0.099576,0.933467,0.0
0.129032,0.066737,0.894926,0.0
0.129032,0.132415,0.902031,0.0
0.129032,0.172669,0.931099,0.0
0.129032,0.154661,0.873107,0.0
0.11828,0.102754,0.880571,0.0
0.11828,0.083686,0.885308,0.0
0.11828,0.10911,0.899232,0.0
0.11828,0.091102,0.906625,0.0
0.11828,0.166314,0.896505,0.0
0.107527,0.126059,0.855738,0.0
0.11828,0.09322,0.834996,0.0
0.11828,0.086864,0.882294,0.0
0.11828,0.100636,0.825953,0.0
0.11828,0.076271,0.850642,0.0
0.107527,0.063559,0.818417,0.0
0.11828,0.09428,0.876265,0.0
0.11828,0.077331,0.832053,0.0
0.107527,0.067797,0.85782,0.0
0.107527,0.079449,0.999928,0.0
0.11828,0.086864,0.999928,0.0
0.11828,0.150424,0.999928,0.0
0.11828,0.106992,0.999928,0.0
0.11828,0.069915,0.999928,0.0
0.11828,0.118644,0.999928,0.0
0.11828,0.101695,0.999928,0.0
0.11828,0.104873,0.999928,0.0
0.11828,0.121822,0.999928,0.0
0.11828,0.085805,0.999928,0.0
0.107527,0.085805,0.999928,0.0
0.11828,0.165254,0.999928,0.0
0.107527,0.099576,0.999928,0.0
0.107527,0.09428,0.999928,0.0
0.11828,0.146186,0.999928,0.0
0.11828,0.108051,0.999928,0.0
0.107527,0.075212,0.999928,0.0
0.11828,0.130297,0.999928,0.0
0.107527,0.166314,0.999928,0.0
0.107527,0.133475,0.999928,0.0
0.11828,0.09322,0.999928,0.0
0.11828,0.087924,0.999928,0.0
0.11828,0.074153,0.999928,0.0
0.11828,0.205508,0.999928,0.0
0.11828,0.104873,0.999928,0.0
0.11828,0.113347,0.999928,0.0
0.11828,0.173729,0.999928,0.0
0.11828,0.10911,0.999928,0.0
0.107527,0.080508,0.999928,0.0
0.107527,0.077331,0.999928,0.0
0.107527,0.066737,0.999928,0.0
0.107527,0.154661,0.999928,0.0
0.107527,0.101695,0.999928,0.0
0.107527,0.152542,0.999928,0.0
0.107527,0.10911,0.981985,0.0
0.107527,0.128178,0.999928,0.0
0.107527,0.055085,0.94976,0.0
0.107527,0.072034,0.971865,0.0
0.107527,0.118644,0.969497,0.0
0.107527,0.129237,0.999928,0.0
0.107527,0.146186,0.955573,0.0
0.107527,0.129237,0.98177,0.0
0.107527,0.10911,0.948539,0.0
0.107527,0.170551,0.97933,0.0
0.107527,0.102754,0.947176,0.0
0.107527,0.083686,0.929663,0.0
0.107527,0.07839,0.939496,0.0
0.107527,0.163136,0.934472,0.0
0.107527,0.128178,0.913371,0.0
0.107527,0.087924,0.915022,0.0
0.11828,0.105932,0.935118,0.0
0.107527,0.131356,0.909783,0.0
0.107527,0.085805,0.885308,0.0
0.107527,0.147246,0.936841,0.0
0.107527,0.188559,0.880715,0.0
0.107527,0.159958,0.914448,0.0
0.11828,0.098517,0.856887,0.0
0.107527,0.050847,0.9044,0.0
0.107527,0.077331,0.832269,0.0
0.107527,0.051907,0.907486,0.0
0.11828,0.092161,0.887318,0.0
0.11828,0.167373,0.888323,0.0
0.11828,0.106992,0.820929,0.0
0.11828,0.103814,0.811885,0.0
0.107527,0.153602,0.811311,0.0
0.107527,0.132415,0.870595,0.0
0.107527,0.161017,0.862915,0.0
0.107527,0.111229,0.847413,0.0
0.11828,0.063559,0.878992,0.0
0.107527,0.128178,0.868155,0.0
0.107527,0.101695,0.798608,0.0
0.107527,0.161017,0.999928,0.0
0.107527,0.118644,0.999928,0.0
0.107527,0.131356,0.999928,0.0
0.11828,0.076271,0.999928,0.0
0.11828,0.075212,0.999928,0.0
0.107527,0.074153,0.999928,0.0
0.11828,0.059322,0.999928,0.0
0.11828,0.118644,0.999928,0.0
0.11828,0.112288,0.999928,0.0
0.11828,0.150424,0.999928,0.0
0.107527,0.137712,0.999928,0.0
0.11828,0.096398,0.999928,0.0
0.107527,0.148305,0.999928,0.0
0.107527,0.083686,0.999928,0.0
0.107527,0.113347,0.999928,0.0
0.107527,0.17161,0.999928,0.0
0.11828,0.145127,0.999928,0.0
0.107527,0.079449,0.999928,0.0
0.107527,0.080508,0.999928,0.0
0.107527,0.082627,0.999928,0.0
0.107527,0.049788,0.999928,0.0
0.107527,0.077331,0.999928,0.0
0.096774,0.081568,0.999928,0.0
0.107527,0.09322,0.999928,0.0
0.107527,0.054025,0.999928,0.0
0.107527,0.110169,0.999928,0.0
0.107527,0.10911,0.999928,0.0
0.107527,0.066737,0.999928,0.0
0.107527,0.076271,0.999928,0.0
0.107527,0.080508,0.999928,0.0
0.107527,0.112288,0.999928,0.0
0.107527,0.07839,0.979976,0.0
0.107527,0.113347,0.999928,0.0
0.107527,0.182203,0.999928,0.0
0.107527,0.138771,0.965334,0.0
0.107527,0.115466,0.999928,0.0
0.107527,0.086864,0.944018,0.0
0.107527,0.09322,0.993182,0.0
0.107527,0.158898,0.943013,0.0
0.107527,0.195975,0.994904,0.0
0.107527,0.184322,0.970932,0.0
0.107527,0.128178,0.912725,0.0
0.107527,0.113347,0.995622,0.0
0.107527,0.128178,0.920477,0.0
0.107527,0.076271,0.975813,0.0
0.107527,0.057203,0.931673,0.0
0.107527,0.084746,0.96842,0.0
0.107527,0.07839,0.958444,0.0
0.107527,0.066737,0.946243,0.0
0.096774,0.057203,0.928874,0.0
0.107527,0.104873,0.934257,0.0
0.107527,0.051907,0.927223,0.0
0.107527,0.104873,0.901601,0.0
0.11828,0.103814,0.932534,0.0
0.107527,0.139831,0.930309,0.0
0.107527,0.097458,0.877772,0.0
0.096774,0.044492,0.91574,0.0
0.096774,0.044492,0.869088,0.0
0.107527,0.073093,0.861121,0.0
0.107527,0.137712,0.930955,0.0
0.096774,0.086864,0.910572,0.0
0.107527,0.072034,0.840594,0.0
0.107527,0.112288,0.854446,0.0
0.129032,0.059322,0.86514,0.0
0.129032,0.085805,0.892773,0.0
0.11828,0.123941,0.872963,0.0
0.129032,0.079449,0.880715,0.0
0.129032,0.14089,0.845403,0.0
0.11828,0.116525,0.851934,0.0
0.11828,0.097458,0.851575,0.0
0.11828,0.144068,0.999928,0.0
0.11828,0.097458,0.999928,0.0
0.11828,0.157839,0.999928,0.0
0.11828,0.07839,0.999928,0.0
0.11828,0.086864,0.999928,0.0
0.11828,0.106992,0.999928,0.0
0.11828,0.098517,0.999928,0.0
0.11828,0.082627,0.999928,0.0
0.11828,0.067797,0.999928,0.0
0.11828,0.07839,0.999928,0.0
0.11828,0.088983,0.999928,0.0
0.11828,0.117585,0.999928,0.0
