,state0,label0,pred0,predbase0,target0,mae0,mse0,state1,label1,pred1,predbase1,target1,mae1,mse1,state2,label2,pred2,predbase2,target2,mae2,mse2,mae,mse,statebase0,statebase1,statebase2
10,1,0,0.827986,0.59790015,0.8427755219611588,0.014789519992775,0.0002187299016166,1,0,0.97035885,0.88609743,0.962565104531806,0.0077937440399713,6.074244616058895e-05,1,0,-1.1408415,-1.1114693,-1.0612269725870194,0.0796145114828048,0.0063384704386456,0.0340659251718504,0.0022059809288076,1.0,1.0,1.0
11,1,0,0.8516424,0.66813636,0.785062980292198,0.066579389931801,0.0044328151636908,1,0,0.9863615,0.90176964,0.9342308280700048,0.0521306755310693,0.0027176073313256,1,0,-1.0560651,-1.0267916,-1.1895559544947227,0.1334908719446739,0.0178198128925493,0.084066979135848,0.0083234117958552,1.0,1.0,1.0
12,1,0,0.79559875,0.50840235,0.8467463562624622,0.0511476109163928,0.0026160781024547,1,0,0.9577756,0.8737769,1.0086519482769305,0.0508763554729752,0.0025884035462125,1,0,-1.1839547,-1.1547565,-1.2372164470586098,0.05326173132985,0.0028368120242531,0.0517618992397393,0.0026804312243067,1.0,1.0,1.0
13,1,0,0.8554828,0.6799371,1.003019096489234,0.147536279793067,0.0217669538551781,1,0,1.032794,0.9472747,0.9164304137312236,0.1163635849870381,0.0135404839110356,1,0,-1.231286,-1.2024579,-1.0684989587704354,0.1627870901187247,0.0264996367093218,0.1422289849662766,0.0206023581585118,1.0,1.0,1.0
14,1,0,1.0049303,0.9816325,0.9730950903793674,0.0318351674178738,0.001013477884524,1,0,0.9398017,0.8561859,0.9090334506065768,0.0307682423560695,0.0009466847376818,1,0,-1.0633287,-1.0340247,-0.9776389958739636,0.0856897471069935,0.0073427327592605,0.0494310522936456,0.0031009651271554,1.0,1.0,1.0
15,1,0,0.97657466,0.9342582,0.9785261675350836,0.0019515081875494,3.808384206072388e-06,1,0,0.9323292,0.8488741,1.0028894430800808,0.0705602652236354,0.0049787510284297,1,0,-0.97244024,-0.94382,-1.006499563331225,0.034059320563891,0.0011600373172738,0.0355236979916919,0.0020475322433032,1.0,1.0,1.0
16,1,0,0.9817312,0.94271636,1.0837822606658176,0.1020510842894748,0.0104144238046575,1,0,1.0269923,0.9415865,1.1314997435916183,0.104507422577214,0.0109218013737323,1,0,-1.0013404,-0.9724331,-0.841653542715302,0.1596868465364069,0.0254998889567419,0.1220817844676986,0.0156120380450439,1.0,1.0,1.0
17,1,0,1.0809934,1.07638,1.2515990010086289,0.1706055870834579,0.0291062663440913,1,0,1.1561518,1.0684032,1.174859170840433,0.0187073992950228,0.0003499667883834,1,0,-0.8359113,-0.80949545,-0.8621833205644007,0.0262720466081018,0.0006902204329782,0.0718616776621942,0.010048817855151,1.0,1.0,1.0
18,1,0,1.2373431,1.2200873,1.3484160252290145,0.1110729523377789,0.0123372007410305,1,0,1.1995444,1.1110959,1.0486846014464657,0.150859828332587,0.0227586878045376,1,0,-0.8565588,-0.8297219,-0.8184747402758159,0.0380840594678364,0.0014503955855497,0.1000056133794008,0.0121820947103726,1.0,1.0,1.0
19,1,0,1.3256476,1.3038962,1.43513706366963,0.1094894711250744,0.0119879442872485,1,0,1.0730596,0.9867754,0.868977168764471,0.2040823901039372,0.0416496219505356,1,0,-0.81258583,-0.7866845,-0.5885301482950283,0.2240556823934483,0.0502009488127937,0.1792091812074866,0.0346128383501926,1.0,1.0,1.0
20,1,0,1.4034936,1.3793972,1.3077761629407392,0.0957174798662676,0.0091618359519493,1,0,0.8918295,0.8092642,0.8479828206446998,0.0438466700169213,0.0019225304715727,1,0,-0.5804715,-0.56171083,-0.6930994869784222,0.1126279713229045,0.012685059924313,0.0840640404020311,0.007923142115945,1.0,1.0,1.0
21,1,0,1.2887561,1.268646,1.235705358438468,0.0530507736873864,0.0028143845888302,1,0,0.8705807,0.78849506,0.8277985745448602,0.0427820986729132,0.0018303079668588,1,0,-0.68617535,-0.66371346,-0.678653512845746,0.0075218335287656,5.65779796344635e-05,0.0344515686296884,0.0015670901784412,1.0,1.0,1.0
22,1,0,1.2227104,1.2063873,1.1277864071771933,0.0949239638402628,0.0090105589111475,1,0,0.8501377,0.76852036,0.701238749535702,0.148898961035587,0.0221709005974772,1,0,-0.6715865,-0.64959145,-0.784630750884979,0.1130442373656919,0.0127789996015908,0.1189557207471806,0.0146534863700718,1.0,1.0,1.0
23,1,0,1.1223781,1.1138508,1.2430444186483132,0.120666307762693,0.0145603578290809,1,0,0.7216487,0.6431513,0.8725003537293636,0.1508516606446468,0.0227562235192476,1,0,-0.77850103,-0.753417,-0.7752435157792039,0.003257518003755,1.0611423544788394e-05,0.0915918288036983,0.0124423975906244,1.0,1.0,1.0
24,1,0,1.2294714,1.2127116,1.2961938147738343,0.0667223696902161,0.0044518746170778,1,0,0.8953948,0.8127489,0.9990629400180088,0.1036681379245028,0.0107470828207337,1,0,-0.76904154,-0.7442002,-0.7632381777486463,0.005803360489879,3.367899297548934e-05,0.0587312893681993,0.005077545476929,1.0,1.0,1.0
25,1,0,1.2781961,1.2586181,1.1135506237681247,0.1646454726521633,0.0271081316648542,1,0,1.023139,0.93780994,0.8737093948533419,0.1494296050856229,0.0223292068760452,1,0,-0.75694084,-0.7324171,-0.8502505588331308,0.0933097171583261,0.0087067033161668,0.1357949316320374,0.0193813472856887,1.0,1.0,1.0
26,1,0,1.1090186,1.1017115,1.067281015716834,0.0417375485074091,0.0017420229554083,1,0,0.8966174,0.8139448,0.8979777174338794,0.0013603048667407,1.8504293304786217e-06,1,0,-0.8445587,-0.8179641,-1.0114841047365832,0.1669253889162707,0.0278640854648482,0.0700077474301402,0.009869319616529,1.0,1.0,1.0
27,1,0,1.0654066,1.0623701,0.8383529013576045,0.2270536595402226,0.0515533643106073,1,0,0.9211569,0.8379431,0.8815554211103107,0.0396014621294353,0.0015682758027891,1,0,-1.0063286,-0.9773798,-1.0955107516537836,0.0891821688901117,0.0079534592479444,0.1186124301865899,0.0203583664537802,1.0,1.0,1.0
28,1,0,0.8473637,0.6551206,0.8771216799065162,0.0297579695030738,0.0008855367489458,1,0,0.9045539,0.82170486,0.9013116653795183,0.0032422248487531,1.0512021969872316e-05,1,0,-1.0902925,-1.0609088,-1.1809751429041384,0.0906826891382692,0.0082233501093479,0.041227627830032,0.0030397996267545,1.0,1.0,1.0
29,1,0,0.88479114,0.7737148,0.9209218489767328,0.0361307131887689,0.001305428435529,1,0,0.9245267,0.8412404,1.0037632067641944,0.0792365153274268,0.0062784253612335,1,0,-1.1754231,-1.1461778,-1.389622168657331,0.2141990233631414,0.0458812216097236,0.1098554172931123,0.017821691802162,1.0,1.0,1.0
30,1,0,0.9268358,0.85613227,1.0112988010383064,0.0844630256629401,0.0071340027041384,1,0,1.027873,0.942451,0.958905840668498,0.0689671985771074,0.0047564744795741,1,0,-1.381979,-1.3556175,-1.3591377675475789,0.022841221099882,0.0005217213813336,0.0587571484466432,0.0041373995216821,1.0,1.0,1.0
31,1,0,1.0127542,0.99507546,0.9228808832199636,0.0898733186690745,0.008077213408593,1,0,0.98267126,0.8981557,0.9964808955676334,0.0138096347338931,0.0001907060114835,1,0,-1.3519206,-1.3249078,-1.2387709523411443,0.1131496523646662,0.0128028438302448,0.0722775352558779,0.0070235877501071,1.0,1.0,1.0
32,1,0,0.9287107,0.85896564,0.8162687523473386,0.1124419467340822,0.0126431913853501,1,0,1.0205393,0.9352617,1.0219236693650302,0.0013843856125888,1.9165235243428696e-06,1,0,-1.2328281,-1.2040157,-1.224505145447651,0.008322994811138,6.927224262623129e-05,0.0407164423859363,0.0042381267171669,1.0,1.0,1.0
33,1,0,0.82595515,0.59206414,0.8318726641618786,0.0059175116502818,3.501694413122167e-05,1,0,1.0461497,0.9603734,0.953094923545355,0.093054807137018,0.0086591971313076,1,1,-1.2186718,-1.1897264,1.0727445877979518,2.2914163865040065,5.250589056339078,0.7967962350971022,1.7530944234715056,1.0,1.0,1.0
34,1,0,0.8410876,0.6362822,0.9486139530405552,0.1075263733133824,0.0115619209579288,1,0,0.97681046,0.8924155,0.8861282652696625,0.0906821900526031,0.0082232595927364,1,1,1.1015778,0.98187876,-0.6329836528596928,1.734561411648755,3.008703290780923,0.644256658338247,1.0094961571105294,1.0,1.0,1.0
35,1,0,0.9532831,0.8969009,0.7961726163540592,0.1571104551638851,0.0246836951218031,1,0,0.9091778,0.82622623,0.6431755086414466,0.2660022715099206,0.0707572084484375,1,1,-0.6254344,-0.60500956,0.7220006371973096,1.3474350358484326,1.815581175831867,0.5901825875074128,0.6370073598007026,1.0,1.0,1.0
36,1,0,0.80642056,0.5374677,0.7536069743242764,0.0528135903272128,0.0027892753232506,1,0,0.6625352,0.5855622,0.5053077563032131,0.1572274342790622,0.0247204660899768,0,1,-0.6478262,0.6690464,-0.5840704276754805,0.0637557670877031,0.0040647978369414,0.0912655972313261,0.0105248464167229,1.0,1.0,0.0
37,1,0,0.7648761,0.43033338,0.8841129388373674,0.1192368115943254,0.0142174172391806,1,0,0.52179575,0.4486556,0.4398623240347081,0.0819334256295984,0.0067130862354009,0,1,0.5346651,-0.5573716,0.6416864424824551,0.1070213347554043,0.0114535660928283,0.1027305239931094,0.0107946898558033,1.0,1.0,0.0
38,1,0,0.8915193,0.7961838,0.8307940805503349,0.060725227539875,0.0036875532597696,1,0,0.45481873,0.38358974,0.498886419185677,0.0440676935997395,0.0019419616192005,0,1,-0.5783267,0.5963621,-0.5733349775344001,0.0049917245835198,2.4917314317716107e-05,0.0365948819077114,0.0018848107310959,1.0,1.0,0.0
39,1,0,0.84004235,0.63317347,0.8578586464197149,0.0178162937433232,0.0003174203227483,1,0,0.5152283,0.44227362,0.4196395553423997,0.0955887161419752,0.0091372026536711,0,1,0.52474403,-0.54693174,0.617432642230983,0.0926886084175064,0.0085911781303738,0.0686978727676016,0.0060152670355977,1.0,1.0,0.0
40,1,0,0.8662188,0.7135203,0.8556390310891087,0.0105797742240016,0.0001119316226308,1,0,0.434103,0.36347532,0.4877051120151616,0.0536020999302007,0.0028731851169272,0,1,-0.55706453,0.574337,-0.5816330333551969,0.0245685001215543,0.0006036111982228,0.0295834580919189,0.0011962426459269,1.0,1.0,0.0
41,1,0,0.8640754,0.7067449,0.5272320995647863,0.3368433227222009,0.1134634240625328,1,0,0.5037923,0.43115997,0.5375693810891642,0.0337770951699747,0.0011408921581215,0,1,0.53241014,-0.5550003,0.5310777146148054,0.0013324301911028,1.7753702141623808e-06,0.1239842826944261,0.0382020305302895,1.0,1.0,0.0
42,1,0,0.5404029,0.03192568,0.5974624319237747,0.0570595426720657,0.0032557914099452,1,0,0.55477476,0.48071384,0.536727750174185,0.0180470110257662,0.0003256946069641,0,1,-0.4803214,0.49563885,-0.538068060776757,0.0577466534586417,0.0033346759856724,0.0442844023854912,0.0023053873341939,1.0,1.0,0.0
43,1,0,0.6106441,0.1274898,0.5055225302779593,0.1051215718185982,0.0110505448616127,1,0,0.55391407,0.47987652,0.397847349650636,0.1560667204787584,0.0243568212409949,0,1,0.4922843,-0.5126729,0.6116353276618645,0.1193510297187492,0.0142446682949257,0.1268464406720353,0.0165506781325111,1.0,1.0,0.0
44,1,0,0.518589,0.0069117546,0.3303352778728987,0.1882537419024919,0.03543947134029,1,0,0.4117694,0.341794,0.4289218445823879,0.0171524544761867,0.0002942066945576,0,1,-0.55196285,0.56906605,-0.6140507077130772,0.0620878552350498,0.0038549017676885,0.0891646838712428,0.013196193267512,1.0,1.0,0.0
45,1,0,0.34097552,-0.12470007,0.3213686524183887,0.0196068705766063,0.0003844293738077,1,0,0.44361258,0.37270784,0.573895355674666,0.1302827801436601,0.0169736028019612,0,1,0.5624647,-0.5865569,0.4592279106394503,0.1032368034108426,0.0106578375784889,0.0843754847103697,0.0093386232514193,1.0,1.0,0.0
46,1,0,0.33181477,-0.12830377,0.4094837049619784,0.0776689390318026,0.0060324640903258,1,0,0.5918746,0.5167942,0.6040242879717264,0.0121496885149392,0.00014761493101,0,1,-0.41522932,0.42982817,-0.275032206913707,0.140197113612416,0.0196552306652526,0.0766719137197193,0.0086117698955295,1.0,1.0,0.0
47,1,0,0.42155337,-0.08005881,0.2112265225181837,0.2103268508186082,0.044237384175273,1,0,0.62261915,0.5467081,0.564028424433098,0.0585907276359938,0.0034328733649152,0,1,0.2569871,-0.25906944,0.4376488280969397,0.1806617332177893,0.0326386618492556,0.1498597705574638,0.0267696397964813,1.0,1.0,0.0
48,1,0,0.21880817,-0.14949441,0.1080285017819853,0.1107796723513154,0.0122721358062648,1,0,0.58180094,0.5069947,0.5650415358319965,0.0167594018205914,0.000280877549384,0,1,-0.3954606,0.41000557,-0.4282662737676768,0.0328056681463388,0.0010762118625277,0.0534482474394152,0.0045430750727255,1.0,1.0,0.0
49,1,0,0.11220741,-0.12232399,-0.054892774295312,0.1671001870150386,0.0279224725004608,1,0,0.5828352,0.5080013,0.7104978421529546,0.1276626447042241,0.0162977508528769,0,1,0.39255524,-0.40639305,0.2975495795711191,0.095005657245287,0.0090260749086089,0.1299228296548499,0.0177487660873156,1.0,1.0,0.0
50,1,0,-0.05718398,0.06778765,-0.074757396825734,0.0175734158839615,0.0003088249458306,1,0,0.7310662,0.6523309,0.7156107284760349,0.0154554984831936,0.0002388724333639,0,1,-0.26464653,0.28066444,-0.374415527678666,0.1097689975272988,0.0120492328181481,0.047599303964818,0.0041989767324476,1.0,1.0,0.0
51,1,0,-0.07790899,0.096236944,0.0833764929307721,0.161285485698106,0.0260130078968739,1,0,0.7362652,0.6573992,0.7180328253785087,0.0182323571166085,0.0003324188460275,0,1,0.344419,-0.3544879,0.3539536823707596,0.0095346798378006,9.091011960936229e-05,0.0630175075508384,0.0088121122875036,1.0,1.0,0.0
52,1,0,0.08665395,-0.09838128,-0.1173284940520651,0.2039824418822653,0.0416088365962517,1,0,0.73872757,0.65980005,0.7664371902374318,0.0277096206573537,0.0007678230769744,0,1,-0.31782436,0.33287048,-0.3872822760950232,0.0694579123865271,0.0048244015930944,0.100383324975382,0.0157336870887735,1.0,1.0,0.0
53,1,0,-0.12236524,0.1472168,-0.1502968041017953,0.0279315678194467,0.0007801724808523,1,0,0.78790474,0.7077637,0.7594859291647165,0.0284188102151663,0.0008076287740456,0,1,0.35587263,-0.36687565,0.2510497697890939,0.1048228612839041,0.0109878322477446,0.0537244131061724,0.0041918778342142,1.0,1.0,0.0
54,1,0,-0.1566782,0.16423607,-0.2083804524112884,0.051702252643222,0.0026731229283835,1,0,0.780848,0.70087767,0.7035199422687883,0.0773280840068464,0.0059796325761698,0,1,-0.22029066,0.23749208,-0.1775078342033111,0.0427828266548431,0.0018303702565783,0.0572710544349705,0.0034943752537106,1.0,1.0,0.0
55,1,0,-0.21690536,0.18529534,-0.0100227174540985,0.2068826379993926,0.0428004259055877,1,0,0.723969,0.6454134,0.8098523056932914,0.0858833229967581,0.0073759451689654,0,1,0.17301512,-0.16592169,0.2935355890737989,0.1205204714285352,0.0145251840333563,0.137762144141562,0.0215671850359698,1.0,1.0,0.0
56,1,0,-0.010420799,0.0078032017,-0.1265736162845838,0.1161528170292127,0.0134914769038217,1,0,0.8319502,0.7507572,0.7780587034639224,0.0538914842191831,0.0029042920713464,0,1,-0.26083612,0.27694273,-0.2063083055920715,0.0545278188280944,0.0029732830261494,0.0748573733588301,0.0064563506671059,1.0,1.0,0.0
57,1,0,-0.1320262,0.15235448,-0.2614501177766835,0.1294239222505604,0.0167505516507191,1,0,0.79970264,0.7192755,0.91341254110593,0.1137098967577854,0.0129299406206662,0,1,0.19762182,-0.19337845,0.3585413455878417,0.1609195232306639,0.0258950929567841,0.1346844474130032,0.0185251950760565,1.0,1.0,0.0
58,1,0,-0.27195454,0.19437003,-0.1461125928731395,0.1258419435648488,0.0158361947601785,1,0,0.9367528,0.85320234,0.9947589125843628,0.058006116411267,0.0033647095411174,0,1,-0.3221197,0.33711004,-0.2422712567541518,0.079848456075438,0.0063757759376311,0.0878988386838512,0.0085255600796424,1.0,1.0,0.0
59,1,0,-0.15234065,0.16227889,-0.0716018002744891,0.0807388502839825,0.0065187619451793,1,0,1.0188065,0.9335613,1.0806080395849138,0.0618015820653825,0.0038194355457842,0,1,0.22857428,-0.22772408,0.1073393283399442,0.1212349476305147,0.0146979125269736,0.0879251266599599,0.008345370005979,1.0,1.0,0.0
60,1,0,-0.074616194,0.09163928,-0.26596826001076,0.1913520662393977,0.0366156132540868,1,0,1.1051235,1.0182543,1.071723653646842,0.0333998662506189,0.0011155510655592,0,1,-0.080299854,0.10331154,-0.264932255055947,0.1846324007773825,0.03408912341682,0.1364614444224664,0.0239400959121553,1.0,1.0,0.0
61,1,0,-0.2766416,0.19468617,-0.3320677762248287,0.0554261689402828,0.0030720602033967,1,0,1.0962033,1.0094953,1.1225570206065862,0.0263536934276311,0.0006945171572775,0,1,0.24820614,-0.24940062,0.2734760640706302,0.0252699254597903,0.0006385691327433,0.0356832626092347,0.0014683821644725,1.0,1.0,0.0
62,1,0,-0.34287953,0.19102788,-0.2695620994961065,0.0733174342715936,0.0053754461681694,1,0,1.1471939,1.0595937,0.8869830263423291,0.2602108823490772,0.0677097032928853,0,1,-0.2417407,0.2583289,-0.2518249095323313,0.0100842059495676,0.0001016912096332,0.1145375075234128,0.024395613556896,1.0,1.0,0.0
63,1,0,-0.28036952,0.19488764,-0.3213216314377427,0.0409521112503648,0.0016770754158622,1,0,0.9100423,0.82707214,0.7849308648463103,0.1251114210728792,0.0156528676828752,0,1,0.2368393,-0.23685932,0.1662677455425516,0.0705715488910421,0.0049803435128807,0.078878360404762,0.0074367622038727,1.0,1.0,0.0
64,1,0,-0.33221602,0.19268894,-0.2292982814515816,0.1029177429472221,0.0105920618133504,1,0,0.80667496,0.72608185,0.7893306821821726,0.017344275093218,0.0003008238785092,0,1,-0.13822794,0.15846777,0.0026729098484796,0.1409008494541925,0.019853049376913,0.0870542891648775,0.0102486450229242,1.0,1.0,0.0
65,1,0,-0.23860121,0.19004488,-0.2706066094909429,0.0320054017577886,0.0010243457416774,1,0,0.8111396,0.73043823,0.8406386238773171,0.0294990402896706,0.0008701933780116,0,1,0.022767544,0.0048804283,0.085770748042071,0.0630032042493464,0.0039694037456848,0.0415025487656019,0.0019546476217913,1.0,1.0,0.0
66,1,0,-0.28145313,0.19493699,-0.3341588246551512,0.0527056920257567,0.0027778899719139,1,0,0.8631444,0.78122854,0.8184960796710481,0.0446483180645476,0.001993472305993,0,1,-0.058918,0.08307552,-0.0903030627446943,0.0313850634771162,0.0009850222094626,0.0429130245224735,0.0019187948291231,1.0,1.0,0.0
67,1,0,-0.34495544,0.19065738,-0.366650118094705,0.0216946737587675,0.0004706588694993,1,0,0.8407121,0.7593131,0.923488767715134,0.0827766972500461,0.0068519816076257,0,1,0.09949827,-0.0830431,-0.0101612364577183,0.109659508399857,0.0120252077824983,0.0713769598028902,0.0064492827532078,1.0,1.0,0.0
68,1,0,-0.37721777,0.18284631,-0.5268692889982165,0.1496515193754137,0.0223955772513698,1,0,0.9469304,0.86316156,0.9928744796176794,0.0459440711398961,0.0021108576729078,0,1,0.033257484,-0.007229328,0.0301342253956908,0.0031232590403442,9.754747033092227e-06,0.0662396165185514,0.0081720632237702,1.0,1.0,0.0
69,1,0,-0.5366347,0.087053776,-0.4899850296166308,0.0466496539923779,0.0021761902176085,1,0,1.0169072,0.9317007,1.0321598502046383,0.01525263508623,0.0002326428770736,0,1,-0.0033211708,0.03076315,-0.0005487866394418,0.0027723841674429,7.686113971888422e-06,0.0215582244153503,0.0008055064028847,1.0,1.0,0.0
70,1,0,-0.49989414,0.11768818,-0.5835486023276606,0.0836544601767816,0.0069980687074687,1,0,1.0564466,0.97047186,1.1424452620849328,0.0859987098083214,0.0073957780886958,0,1,0.025397778,0.001842022,-0.070960129837287,0.0963579073946601,0.0092848463174778,0.0886703591265877,0.0078928977045475,1.0,1.0,0.0
71,1,0,-0.5931294,0.029333115,-0.5403077263969047,0.0528216700416939,0.0027901288259935,1,0,1.1671133,1.0791836,1.1571221186901193,0.0099911854480643,9.982378665761226e-05,0,1,0.08339405,-0.064713955,0.0842429571821883,0.0008489065840437,7.206423884329063e-07,0.021220587357934,0.0009635577516798,1.0,1.0,0.0
72,1,0,-0.5500252,0.074591875,-0.6016238575066213,0.0515986328209523,0.0026624189089914,1,0,1.1818027,1.0936365,1.093912295321923,0.0878904543118661,0.0077247319591462,0,1,-0.057398796,0.081641674,0.1549121976592777,0.2123109937408207,0.0450759580632148,0.1172666936245464,0.0184877029771175,1.0,1.0,0.0
73,1,0,-0.6111541,0.006066084,-0.5720686292030197,0.0390854502342361,0.0015276724200129,1,0,1.118473,1.0313683,1.033496199889881,0.0849768530886345,0.0072210655608473,0,1,-0.12712288,0.1478548,-0.2122882508817056,0.0851653718533853,0.0072531405629254,0.0697425583920853,0.0053339595145952,1.0,1.0,0.0
74,1,0,-0.58168364,0.042367935,-0.5010414871699629,0.080642148541707,0.0065031561214227,1,0,1.0577903,0.9717908,1.1726378263194557,0.1148475469310277,0.0131899590360746,0,1,0.20275211,-0.19908476,0.1277728905288846,0.0749792228134005,0.0056218838537015,0.0901563060953784,0.0084383330037329,1.0,1.0,0.0
75,1,0,-0.510905,0.109050274,-0.3977982051802318,0.1131068222092945,0.0127931532302849,1,0,1.1973224,1.1089091,1.2104311926754985,0.0131088240536723,0.0001718412680701,0,1,-0.100470066,0.12245798,-0.0862792703889372,0.0141907956816194,0.0002013786820774,0.0468021473148621,0.0043887910601441,1.0,1.0,0.0
76,1,0,-0.40816975,0.17173529,-0.3850092437666679,0.0231605026322578,0.0005364088821788,1,0,1.2350812,1.1460967,1.2715067278826018,0.0364255320513029,0.0013268193852204,0,1,0.09614134,-0.079229355,-0.1730312302693608,0.2691725686177495,0.072453871696277,0.1095862011004367,0.0247723666545587,1.0,1.0,0.0
77,1,0,-0.39545846,0.17672825,-0.22658128705072,0.1688771728034059,0.0285194994940714,1,0,1.2959642,1.2061381,1.2278437204609869,0.0681205205668451,0.0046404053222979,0,1,0.16920471,-0.16165781,0.1785673271384986,0.0093626152244361,8.765856384084368e-05,0.0821201028648957,0.0110825211267367,1.0,1.0,0.0
78,1,0,-0.23578358,0.18951249,-0.3035717325042188,0.0677881555388868,0.0045952340313643,1,0,1.2524552,1.1632209,1.357070336145048,0.1046151016174601,0.0109443194864315,0,1,-0.15022755,0.16995764,-0.0906054011972834,0.059622145494611,0.0035548002333805,0.0773418008836526,0.0063647845837254,1.0,1.0,0.0
79,1,0,-0.3146088,0.19451904,-0.1249137194101073,0.189695092922046,0.0359842282787036,1,0,1.3809724,1.2901359,1.38845374829146,0.0074813628849659,5.597079061654568e-05,0,1,0.099750996,-0.08333063,-0.0249518291087973,0.1247028247447836,0.0155507944993282,0.1072930935172652,0.0171969978562161,1.0,1.0,0.0
80,1,0,-0.13029146,0.1514535,-0.0654493517047756,0.0648421102398044,0.0042044992603509,1,0,1.412066,1.3209124,1.495220462093239,0.0831544792746354,0.0069146674234357,0,1,0.045386314,-0.021194458,-0.0492945037995165,0.0946808181916063,0.008964457333432,0.0808924692353487,0.0066945413390729,1.0,1.0,0.0
81,1,0,-0.06819677,0.08276081,-0.0729225538875715,0.0047257803585187,2.233299999696192e-05,1,0,1.5174804,1.4254599,1.4643456093766138,0.0531347640059545,0.0028233031459684,0,1,0.06544304,-0.04420662,-0.0242441397271999,0.0896871786676296,0.0080437900173593,0.0491825743440343,0.0036298087211082,1.0,1.0,0.0
82,1,0,-0.07599449,0.093560696,-0.0172840327838357,0.0587104587933127,0.0034469179717212,1,0,1.4870539,1.3952503,1.4903530415050756,0.0032991703502904,1.0884525000235816e-05,0,1,0.04480505,-0.020527363,0.0015866891784463,0.0432183607177938,0.0018678267031333,0.0350759966204656,0.0017752097332849,1.0,1.0,0.0
83,1,0,-0.017984152,0.017110825,0.0723281130296267,0.0903122648698366,0.0081563051859195,1,0,1.5126867,1.4207001,1.601507823324349,0.0888210938931965,0.007889186720384,0,1,0.023653984,0.003856659,-0.0918297151651375,0.1154836992349617,0.013336484788991,0.0982056859993316,0.0097939922317648,1.0,1.0,0.0
